name,price,img,description
Hyundai Sonata,"
$11500

1027640сом
",https://im.mashina.kg/tachka/images//d/9/e/d9e96dc5e76ac57651430ea183617246_240x180.jpg,"

2016г.,2л.,автомат



седан,газ

рульслева,240000км
"
Zeekr 001,"
$52700

4709272сом
",https://im.mashina.kg/tachka/images//9/6/d/96da21af6c42eb0ca9c6284918cd6ac2_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,25км
"
Honda Acty,"
$4252

380000сом
",https://im.mashina.kg/tachka/images//4/5/d/45d709f2c4603922d9dbc7643be02bff_240x180.jpg,"

1999г.,0.7л.,механика



микровэн,бензин

рульсправа,62000км
"
Voyah Free,"

$
38500



$
36500

",https://im.mashina.kg/tachka/images//c/9/c/c9c65df0a536d14822268a92e7fa1514_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,29км
"
Subaru Forester,"
$11800

1054448сом
",https://im.mashina.kg/tachka/images//f/9/8/f98e9260b814bced21f3064d7b83477a_240x180.jpg,"

2006г.,2л.,автомат



универсал,бензин

рульсправа,1122км
"
Ford Escort,"
$1679

150000сом
",https://im.mashina.kg/tachka/images//e/0/7/e0791fc5727bfc395024bd9ac6d2512d_240x180.jpg,"

1998г.,1.3л.,механика



универсал,бензин

рульслева,1589км
"
LiXiang L7,"
$49300

4405448сом
",https://im.mashina.kg/tachka/images//5/5/e/55e11e4d3e07110e7effe0c71306f7aa_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,23км
"
LiXiang L9,"
$68500

6121160сом
",https://im.mashina.kg/tachka/images//9/e/d/9edff5da6d2d2c7be956b35d967f9c19_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева
"
Zeekr 001,"

$
65600



$
52700

",https://im.mashina.kg/tachka/images//7/5/7/7574bbd0ec02bd3665130d703e5876ba_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,35км
"
Zeekr X,"

$
33600



$
32100

",https://im.mashina.kg/tachka/images//3/6/d/36d749cc0965719961c14bacff1426da_240x180.jpg,"

2023г.,автомат



внедорожник5дв.,электро

рульслева,25км
"
Toyota Wish,"
$8300

741688сом
",https://im.mashina.kg/tachka/images//a/8/6/a86414dc989b3d8fe4be7bbc7c8a1297_240x180.jpg,"

2003г.,1.8л.,автомат



компактвэн,бензин

рульсправа,230000км
"
Subaru Outback,"
$17900

1599544сом
",https://im.mashina.kg/tachka/images//0/a/b/0abf000bb7ed7debf2d5ee22cf329ef4_240x180.jpg,"

2018г.,2.5л.,вариатор



универсал,бензин

рульслева,115000км
"
Hyundai Avante,"
$7386

660000сом
",https://im.mashina.kg/tachka/images//1/8/7/187e04b97c360797311e0ff1c36e2737_240x180.jpg,"

2008г.,1.6л.,автомат



седан,бензин

рульслева,155000км
"
Kia Morning,"
$10200

911472сом
",https://im.mashina.kg/tachka/images//d/b/7/db76707372e5f13f524d8f391ac21d11_240x180.jpg,"

2020г.,1л.,автомат



хэтчбек5дв.,бензин

рульслева,36000км
"
Daewoo Nexia,"
$1902

170000сом
",https://im.mashina.kg/tachka/images//1/a/9/1a9c17800d4b0839f3fd776196030f25_240x180.jpg,"

2010г.,1.5л.,механика



седан,бензин

рульслева,210000км
"
Kia K7,"
$25500

2278680сом
",https://im.mashina.kg/tachka/images//5/5/9/559ab2e95025230def7192cc73287afa_240x180.jpg,"

2019г.,2.5л.,автомат



седан,бензин

рульслева,104000км
"
Toyota Camry,"
$17500

1563800сом
",https://im.mashina.kg/tachka/images//9/7/2/972ee7f049610a4d04638e857fd4a381_240x180.jpg,"

2016г.,2.5л.,вариатор



седан,гибрид

рульслева,100000км
"
Mercedes-Benz S-класс,"
$10200

911472сом
",https://im.mashina.kg/tachka/images//a/1/b/a1bfbf2b5f3681c9b84c39a01738542e_240x180.jpg,"

2003г.,3.7л.,автомат



седан,бензин

рульслева,210000км
"
Kia K5 II Седан,"
$20900

1867624сом
",https://im.mashina.kg/tachka/images//8/8/7/8870a5c13c2eda21e516869a27e3853f_240x180.jpg,"

2018г.,2л.,автомат



седан,бензин

рульслева,117000км
"
Toyota Crown Majesta,"
$19000

1697840сом
",https://im.mashina.kg/tachka/images//a/0/1/a014608e71690163f22c5b360b4d5b94_240x180.jpg,"

2009г.,4.3л.,автомат



седан,бензин

рульсправа,86000км
"
Toyota Camry (Japan),"
$11500

1027640сом
",https://im.mashina.kg/tachka/images//7/0/6/7064ed74fef8830bfcf4139caee5515c_240x180.jpg,"

2005г.,2.4л.,автомат



седан,бензин

рульсправа,215000км
"
BMW 5 серии,"
$12000

1072320сом
",https://im.mashina.kg/tachka/images//c/e/9/ce9c96022914932604ba1f88aa25fca5_240x180.jpg,"

2004г.,3л.,автомат



седан,бензин

рульслева,154500км
"
Honda Fit,"
$8150

728284сом
",https://im.mashina.kg/tachka/images//f/6/a/f6a943ee7907bc1368083898100482ca_240x180.jpg,"

2008г.,1.3л.,вариатор



хэтчбек5дв.,бензин

рульсправа
"
Toyota Land Cruiser Prado,"
$28000

2502080сом
",https://im.mashina.kg/tachka/images//4/3/1/431ec0021fcda4af58be4ed6b117cf8c_240x180.jpg,"

2008г.,3л.,механика



внедорожник5дв.,дизель

рульслева,167000км
"
Kia K5 II Седан,"
$20900

1867624сом
",https://im.mashina.kg/tachka/images//d/9/9/d9973ebcf9b7c899c57bae9e738e3441_240x180.jpg,"

2018г.,2л.,автомат



седан,бензин

рульслева,117000км
"
Hyundai Santa Fe,"
$8700

777432сом
",https://im.mashina.kg/tachka/images//e/5/7/e571cac54fd1714ac5cfdbbe8f16d431_240x180.jpg,"

2006г.,2.2л.,автомат



внедорожник5дв.,дизель

рульслева,290000км
"
